seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,rel_ab
d26dfa41440fb6a1cb66a96256aa966f,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,midas_g_24113,midas_s_24113,0.026876
d271605ba46d39cda9f507ce8c0c338c,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,,0.001519
d27891ec7eaa21b0099ce51c7b38bc5c,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_1221,,0.001646
d28ced77e00f6aeeeb71f47a4cf0d3d5,Bacteria,Caldisericota,Caldisericia,Caldisericales,WCHB1-02,midas_g_16145,midas_s_65720,0.00032
d292084fc1f40bc2ae02cc8d7d0aa1a5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,0.002881
d2af58d88f2cbbc2e0cc9121a4591f97,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,,0.000607
d2bf1b25c8da134597c2f6da64f71120,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,midas_g_22144,midas_s_41168,0.000833
d2cedb2deaea5268cd42afd292eb6696,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,GWF2-44-16,midas_g_102651,midas_s_102651,0.000607
d3072bc037e8ec5081926db9554c70a3,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus,midas_s_53749,0.000794
d31853aa8a44ba04d2119518947e74be,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,midas_s_36355,0.001913
d31de3b91680cb80a142dd622fbf1d2d,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,midas_g_3487,,0.016604
d323934346cd24554880990fa3025613,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Aquimonas,Aquimonas_voraii,0.24697
d32589238ae2ebd49e2ad06318f3240f,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,,0.004234
d32a654208fa94cbd34e4e6e8fc8d2a1,Bacteria,Chloroflexi,Anaerolineae,MSB-5E12,midas_f_92558,midas_g_109686,midas_s_109686,0.001011
d33b8db2948391cd4fee52e8f3d4471e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,,0.00067
d3409a774be9751ed668a21fdd93f904,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,midas_s_12147,0.003739
d34e40f3be77de0bb9ccb0d186c64c46,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,midas_g_25393,,0.001058
d35099e081262e70b3591f88858f25c7,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,midas_s_85916,0.000437
d351acdf8899b4bc24be030d17d4eb6e,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,midas_g_3252,midas_s_8366,0.001019
d39e861e6fc302c2a3c112d2462db613,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_7383,0.470335
d3a7ba97bb01f823a4a360e3b1c7a52d,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,midas_s_113441,0.00132
d3cf9feb082be9ef399e72f566f8d184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,midas_s_1217,0.106912
d3f1185a9a790c3507ef6ed64123f91c,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,,0.235678
d3fc8eeeb539bc7d3d9a3de541bb94b6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,midas_f_27512,midas_g_35053,midas_s_58746,0.000651
d40238b6e6c47b51c94b10008b551af4,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,0.003299
d4100b19f443b88614f49337a1ea14c9,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.003057
d4121c69bfc87a2524cd2abf34702ce7,Bacteria,Firmicutes,Bacilli,,,,,0.001169
d428681e0895cb3ef2d51fad383057f0,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,,,,0.03005
d456c182db682a872e77196acf21c114,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,midas_s_22181,0.000434
d45bbab14253294fdf87ad63aa05c16b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,,0.043562
d4620a8cc5b28c934c65b74941c8f0ce,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,midas_s_1351,0.000717
d464bc33e5f1f76150b33aca10d664ca,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,midas_f_27512,midas_g_35053,midas_s_58746,0.001961
d4709fa3564b8000b7fdf2356552de62,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,midas_g_46631,midas_s_46631,0.000397
d47809ed2fc2304ad758ed602f9df502,Bacteria,Patescibacteria,ABY1,Ca_Komeilibacteria,midas_f_53862,midas_g_53862,midas_s_53862,0.003255
d47b161962a2a6b73ac689988f174f5a,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,midas_g_116114,midas_s_116114,0.001192
d483981e0a2629c6d142213cdabc62d4,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,midas_s_71770,0.002224
d48ff8fc0290b4f3af558dbeb3c32da4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,,2.279807
d4b2bd68c8a88033bc0abe0f59f8c2e8,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_5409,0.005759
d4c6b23fc43b7c77cdf98561bfc20a65,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,midas_g_32221,midas_s_32221,0.000434
d4ca7fe5975184c89fb0b8c95d5b0e39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,midas_g_7254,,0.001011
d4e1e33c3fbf34d052e615a94f6df628,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.003752
d4f1497709000f513dbb45c769943358,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,midas_s_71327,0.00032
d5004573c96ec6eedcc4348d1145db37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_121,0.00305
d51f051e9e3426b6c4c18377f693daca,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,Ca_Brachytrichaceae,midas_g_4001,midas_s_30447,0.000957
d53f28b60570d16d36f54408b4938d6d,Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus,,0.01112
d56438f3fb296749ad838564072ac0fd,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_428,midas_g_428,midas_s_11020,0.002426
d572e46017f48e32ff337a58fb82429c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,,0.053813
d575992b99f994fdc4f618a0c520ddcb,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,midas_s_59186,0.013817
d5a2f933539895d50d9ac6f596cf4923,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.002881
d5a7a23fbbc2fc87321de6ad89b68e5d,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,midas_s_30913,0.018216
d5c1cd0537685f7a47fbb2e8e24f5992,Bacteria,Myxococcota,Polyangia,mle1-27,midas_f_990,midas_g_5210,midas_s_9509,0.00044
d5cef3fde970edec04e8d31121de5795,Bacteria,Cyanobacteria,Sericytochromatia,midas_o_1421,midas_f_1421,midas_g_56678,midas_s_56678,0.009679
d5d08460890e015cada4e235e7f83a94,Bacteria,,,,,,,0.049327
d5d631557acd6dd1b839123493fc6c2f,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,midas_s_42751,0.00121
d5dbbce1a10800f25883589e6d205b5d,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio_putealis,0.017101
d5f0029ac4c18ac709875d14dea2a8b0,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Ca_Alysiosphaera,,0.000915
d6016ff8282ca62ae4625db6da9ae433,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.000498
d6183f5106001e020c031e4de4dc2f6c,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,midas_s_52481,0.000872
d625a9dd8918787fcf4b92616b9ce75b,Bacteria,,,,,,,0.000478
d63d9347caf61699323bff3767bf2d7e,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,midas_s_99775,0.000872
d64fb69c0784fa934397682c9ebaeb55,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.011638
d6512dc13dc82d66fedb2ba3ca7182b5,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_beijingense,0.013011
d676e358ac189c9b3b61247f2c1644c7,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,midas_s_22181,0.001667
d68a6a468ccb51143ce0f8f084584a81,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,midas_s_60388,0.001993
d699c19daa0057d6826c1a53b51b1b6a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,,0.002426
d6bd5dab94ee03c61ccc8aad35ee59db,Bacteria,midas_p_12349,midas_c_12349,midas_o_49881,midas_f_49881,,,0.000317
d6dd9a08ce5f14d7321e9f85b9599764,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,Ca_Leptovillus,,0.000611
d6fd8cc30f52c997d8a550fdb5b27dfd,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Acetoanaerobium,Acetoanaerobium_pronyense,0.020178
d700d709d5e22d34cbfc69da0e69088c,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,midas_g_5889,,0.026954
d701ec9561f5fea8ba97b5b3137c6748,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,midas_g_7812,,0.000404
d71103671af42cfc6464b7dbcd63c918,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.032243
d71e190c501bc3cbc3c220352fcf300e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,0.001192
d72be58733ddb9b9ec172cd768b828f3,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,midas_g_48042,midas_s_48042,0.056219
d73a21d1ba4f0af8af0deb6ce6b245a1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bauldia,midas_s_3392,0.000728
d742cce28a1b04520050e1e5e2ca39a7,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,midas_f_675,midas_g_675,midas_s_675,0.001954
d767732025a8359df0a99915193edd79,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,midas_s_362,0.00066
d796f50ade1b68114200246abd151d32,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter,midas_s_114247,0.004522
d7998d599e6cb482d9566816ad3d168f,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,,0.000977
d7a6992b6deb9f66974cfd0fd1651ddb,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,,0.030012
d7b582f650ef0cca47a4b8a259494d32,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,0.001845
d7c5a597d0b691edc6e55982d53b6d35,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_10,midas_s_45022,0.002426
d7c784ced8a5e48bafb943bd004423dc,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,midas_s_54792,0.000687
d7d180493def1700902673d46e98cfed,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.065074
d7dcfa78f5b1d1d0e5a9ba3305d20957,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,midas_g_859,,0.001222
d7fa2275e1899045eded9bd1c107ee4c,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,,,0.00066
d8068346a97e65e96478038353ab1266,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,,0.008919
d81c07d1b7a77a99d0f0ede69bc3497a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,0.003163
d8274db409cce4a7f96766a603337d1b,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,,,,0.001054
d83c0d8fbc6ae1fe1c0dd12cbea1833a,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,midas_g_3108,midas_s_3108,0.001233
d85692fc1fec26a5b15dce544ca4fe57,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,midas_s_22181,0.019998
d86e1406fcd8229e2cd6bf2375ba6a0b,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Ca_Omnitrophus,,0.000809
d898979b7936bdd169f42c8434648156,Bacteria,,,,,,,0.000706
d8ce15ba44918b15b5a08de40c713595,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,0.001601
d8d9aa6ea1e20cf154e8ebd5a569bcae,Bacteria,Verrucomicrobiota,Chlamydiae,LD1-PA32,midas_f_44560,midas_g_76961,midas_s_76961,0.001545
d8e664a1d848c118ed401a1191db7aa3,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,,0.037445
d8f3f4d8d0a6498d307679923623a9e1,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_2621,midas_s_2621,0.002576
d900b5767e2b5e851300b18d41770098,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,midas_g_57689,midas_s_57689,0.065786
d929cce403bc9abe9119ac1a671ecd3e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas,midas_s_49330,0.060494
d92fdf7420ca8760786195c0bcfd60b6,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,midas_s_11131,0.001054
d93f75e95a0cc74cb7d257fa83827a8b,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_variabile,0.032888
d96e74e5371ae71740ec418d088b7a5a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.001736
d976f1562ee096324ac5cff93188bc0d,Bacteria,Proteobacteria,Alphaproteobacteria,midas_o_24,Lacibacterium_aquatile,midas_g_22236,midas_s_63202,0.0011
d98eac256940dd50ed0ebfa55353c606,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.008659
d99dccb7436719f476f823aa9ed6479f,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,0.000412
d9a050675685ef5f031aa58f3ea2bc75,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,0.057409
d9aa1795c9f73d034cad4a0c6baa2184,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,,,,0.000687
d9b00c82e52301fcc6aeb62bd47aa2de,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7_clade,midas_s_263,0.001323
d9b843d39d16b12bd43b851875bfdde8,Bacteria,Firmicutes,midas_c_4,midas_o_7,midas_f_118715,midas_g_118715,midas_s_118715,0.002628
d9bf7eb939d75411980e053ca6f19783,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,,9.303185
d9c40d1f962d51a60b4d273b9a68f9e7,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_2685,midas_g_7617,midas_s_7617,0.008758
d9d068664dc293c8a55ca8d605c7d966,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.004686
d9d0d60349a16f8354c90ad68f542bd0,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,midas_g_57422,midas_s_64391,0.001466
d9e3d8b7cb311dd2f52acd7c23b42438,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,,0.001666
d9f41ca096eeb883de3ecd6b10dce0f8,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.000556
da08cf4beac0ca5ecca675ec1dbfc3b0,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,midas_f_31,midas_g_1955,midas_s_14008,1.648352
da0e6548b94c1dd00fb07e21f3ac6643,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,,0.02114
da3b50d07ad4fb09f3967bf2f1a273ed,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.347344
da401aa3f6be79160d5824f407330799,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,0.000617
da51071d69c2707eb3220f111d2f8841,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,midas_s_31097,0.001389
da56286842ceea19f755d8a7df3a67f5,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,midas_g_11689,midas_s_11926,0.103627
da795dae0d37336450590d4de7546e85,Bacteria,Firmicutes,Bacilli,,,,,0.013378
da898af44ce858c2bbb2450a94b98d51,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phreatobacter,midas_s_58823,0.00141
da8e11db2a5991af0711e561cc470b28,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_30400,midas_s_30400,0.171673
da910b55da76b9c155b38882001e8d57,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Denitratisoma,,0.001611
da928e5c49c8d9087e3f9394821de986,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,Tahibacter_caeni,0.001308
da9a89264fb33c30c7d708837cf325dc,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_16643,midas_s_82343,0.214162
da9e8bf0b066024bbb14244b580a1af8,Bacteria,Patescibacteria,Gracilibacteria,midas_o_47192,midas_f_47192,midas_g_71310,midas_s_71310,0.00066
daa77caa8a4b4634298825b012419e0b,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Idiomarinaceae,Aliidiomarina,midas_s_112799,0.001905
daa87b70c3ac250917c4ea1630a9f869,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,Ca_Flexicrinis,,0.000977
dab16aec7b2563987b61df08c90f7210,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,OLB15,midas_s_30245,0.180798
dabc9f9604ba21ee96d2587a53735805,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_23911,midas_s_50550,0.000986
dacb010cb72c4097bb501382b7affd0d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_37003,0.001945
dadde95b85df73e01cca65790386d1ab,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,midas_g_6909,midas_s_6909,0.000604
daec04577d1843ad73efa35de1d48151,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.003056
dafdd655262ce0d4488790934783ee52,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,Ca_Leptovillus,midas_s_13373,0.000407
db0d2bf7b96d4430d6b5d3fc5f364e47,Bacteria,,,,,,,0.000915
db2f48edfc3112c798c3a4e38f820efc,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,midas_s_11131,0.001121
db41ebd5c8fc44b26a3d7d93bc12bb21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.003944
db4ad64ea34adaaaa9ca75c5932380d4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,midas_s_49425,0.000728
db55a9c648dcd7536814f7d1947411d7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.004153
db628ad3c7c74e0f34fde43ed0c3c1be,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.074813
db6c7ce1a37e8601f346ff1365721965,Bacteria,,,,,,,0.078271
dba0a15607f28d43f841277b0dee4d31,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,,0.00182
dba97157790aa3144e9464a03e0fe5ea,Bacteria,Spirochaetota,Brevinematia,Brevinematales,Brevinemataceae,midas_g_100288,,0.006874
dbab3a338ecbc85250418504ab8a55b6,Bacteria,Planctomycetota,OM190,midas_o_2104,midas_f_2104,midas_g_75748,midas_s_75748,0.00122
dbe506174c12c1493c6811c87f0b110f,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,,0.00044
dbe9dee2adc8e3d22f409d232684ecb0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,midas_s_4326,0.000375
dbecc9e8493f9f9f3816c44467a0b7d4,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,midas_g_2796,midas_s_5042,0.001574
dbecddfdb4c39e60616c3958d43cfc8e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,0.002439
dc0ea7878cef93431f59cb8b65ab917b,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,,,0.001011
dc13b8c16cf1e2b85312a3be641ab6a6,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_25171,,0.000805
dc31e25fc97ff80cb4e60cc44772cfb9,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,,0.00119
dc6be2f46ce522b6dfa787fc79fa88e1,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Aetherobacter,midas_s_3054,0.001111
dc72d9f5977d2189d1b3c9893811724d,Bacteria,,,,,,,0.001486
dc8f5ffb4f5fe578b41f078fe854247c,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,midas_g_4351,midas_s_25613,0.006791
dc8f9e7232861151ffbc9d9dcb834eca,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,midas_s_10120,0.913563
dcbadf283ea57fc4a8093269172ea5c3,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_3092,midas_g_4299,midas_s_53299,0.002038
dcbcb6e5d96b22d4d249f79f462455ff,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella,Smithella_propionica,0.009705
dcc165b336217fc326df247c11115217,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_5834,midas_s_70890,0.000607
dcc3a9511ff610de63c3c85def6563af,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,,0.001029
dccb07622e900a3bc9ccc71fc09b9778,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_36817,midas_s_59647,0.53813
dcdae59f0222790eed02081048dbf0c6,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,midas_g_52,midas_s_53589,0.001202
dce7c5b4e339227f2fa57b59ae3cc8df,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ca_Villigracilis,Ca_Villigracilis_propinquus,0.002582
dcf148cbd702a269d6414a568bc95f4c,Bacteria,SAR324_cladeMarine_group_B,midas_c_814,midas_o_928,midas_f_11219,midas_g_81136,midas_s_115744,0.000809
dcf705f41807b8eadce3732c3f03417b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,,0.000436
dd060d108b81f57b82ea08c8f4bc0ed5,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,midas_g_3252,,0.0011
dd10382b168dfae06ebb444f08f57651,Bacteria,Patescibacteria,Microgenomatia,Ca_Pacebacteria,midas_f_46393,midas_g_46393,,0.026954
dd158192070641efe3c82d6f831d834f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,midas_g_17587,midas_s_100898,0.047734
dd21a34ccb5b7f3a3e791e0b58806ddc,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,midas_f_31,midas_g_4708,midas_s_4708,1.004558
dd2ec12b5ae86c01f41c1e1a64043646,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Ochrobactrum_pseudogrignonense,0.176814
dd3579a767a818f63ec4ffa7d6debad8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,0.052043
dd5ec5e3a4d1362dff68210468e8fa09,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD1-131,midas_g_13035,,0.015375
dd68406ba66e0da4345a5cf751dfa60d,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_2842,,0.002219
dd6a3a614f9ac089028e62334751b096,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,0.02811
